lexeme_id,lemma,category,senses,forms
L554999,പത്മഭൂഷൺ,noun,1,14
L539680,പത്മമാലിനി,noun,0,14
L517433,പത്മമൂലം,noun,0,14
L539856,പത്മയോനി,noun,0,14
L507543,പത്മരാഗം,noun,0,14
L553055,പത്മരൂപ,noun,0,14
L556906,പത്മരേഖ,noun,0,14
L553623,പത്മലാഞ്ഛന,noun,0,14
L553611,പത്മലോചന,noun,0,14
L524728,പത്മവാസ,noun,0,14
L525675,പത്മവിദ്വിട്ട്,noun,0,14
L509911,പത്മവ്യൂഹം,noun,0,14
L550378,പത്മവർച്ചസ്സ്,noun,0,14
L519578,പത്മവർണം,noun,0,14
L513294,പത്മവർണകം,noun,0,14
L529632,പത്മശ്രീ,noun,1,14
L550517,പത്മസരസ്സ്,noun,0,14
L563106,പത്മസ്നുഷ,noun,0,14
L517303,പത്മസ്വസ്തികം,noun,0,14
L516287,പത്മാക്ഷം,noun,0,14
L543677,പത്മാക്ഷി,noun,0,14
L581657,പത്മാക്ഷി,proper noun,0,8
L534566,പത്മാപതി,noun,0,14
L552149,പത്മാലയ,noun,0,14
L534826,പത്മാവതി,noun,0,14
L552869,പത്മാസന,noun,0,14
L510752,പത്മാസനം,noun,1,14
L539366,പത്മാസനി,noun,0,14
L526546,പത്മി,noun,0,14
L539655,പത്മിനി,noun,0,14
L582287,പത്മിനി,proper noun,0,8
L534616,പത്മിനീപതി,noun,0,14
L506844,പത്മിനീപുടം,noun,0,14
L513877,പത്മോത്തരം,noun,0,14
L413642,പത്രം,noun,6,15
L517640,പത്രകം,noun,0,14
L503479,പത്രകാരി,noun,0,7
L503107,പത്രകാരൻ,noun,0,18
L523105,പത്രകാഹളം,noun,0,14
L519817,പത്രകൃച്ഛ്രം,noun,0,14
L512117,പത്രച്ഛേദ്യം,noun,0,14
L554825,പത്രണ,noun,0,14
L563948,പത്രതരു,noun,0,16
L556239,പത്രനാഡിക,noun,0,14
L564128,പത്രപരശു,noun,0,16
L520836,പത്രപാലം,noun,0,14
L542770,പത്രപാലി,noun,0,14
L564565,പത്രപാശ്യ,noun,0,16
L556085,പത്രപിശാചിക,noun,0,14
L506307,പത്രപുടം,noun,0,14
L509336,പത്രപുഷ്പം,noun,0,14
L541307,പത്രപുഷ്പി,noun,0,14
L307573,പത്രപ്രവർത്തകൻ,noun,0,16
L454662,പത്രപ്രവർത്തകർ,noun,1,1
L455603,പത്രപ്രവർത്തനം,noun,1,14
L513834,പത്രബന്ധം,noun,0,14
L509207,പത്രബാലം,noun,0,14
L520695,പത്രബീജം,noun,0,14
L510835,പത്രഭംഗം,noun,0,14
L529935,പത്രഭംഗി,noun,0,14
L521206,പത്രമാനം,noun,0,14
L553868,പത്രമ്പച,noun,0,14
L553604,പത്രരചന,noun,0,14
L508483,പത്രരഥം,noun,0,14
L556912,പത്രരേഖ,noun,0,14
L555316,പത്രലത,noun,0,14
L556928,പത്രലേഖ,noun,0,14
L511277,പത്രലേഖനം,noun,0,14
L541627,പത്രവല്ലരി,noun,0,14
L543054,പത്രവല്ലി,noun,0,14
L518111,പത്രവാഹം,noun,0,14
L519000,പത്രവിശേഷകം,noun,0,14
L521937,പത്രവീര്യകം,noun,0,14
L513168,പത്രശാകം,noun,0,14
L530096,പത്രസൂചി,noun,0,14
L542051,പത്രഹാരി,noun,0,14
L513181,പത്രാംഗം,noun,0,14
L542887,പത്രാംഗുലി,noun,0,14
L518363,പത്രാഖ്യം,noun,0,14
L518257,പത്രാഢ്യം,noun,0,14
L510006,പത്രാധിപത്യം,noun,0,14
L562902,പത്രാമ്ല,noun,0,14
L564079,പത്രാലു,noun,0,16
L544132,പത്രാളി,noun,0,14
L542667,പത്രാവലി,noun,0,14
L550586,പത്രാസ്സ്,noun,0,14
L520008,പത്രാഹാരം,noun,0,14
L1128917,പത്രി,adjective,0,0
L529168,പത്രി,noun,0,14
L557042,പത്രിക,noun,0,14
L520406,പത്രികാലേഖനം,noun,0,14
L534136,പത്രിണി,noun,0,14
L550344,പത്രോസ്,noun,0,14
L564934,പത്വാ,noun,0,16
L506771,പത്സലം,noun,0,14
L527928,പതർച്ച,noun,0,16
L552423,പതർമ,noun,0,14
L505537,പഥം,noun,0,14
L548025,പഥത്ത്,noun,0,14
L538687,പഥി,noun,0,14
L1128997,പഥിക,adjective,0,0
L556399,പഥിക,noun,0,14
L516579,പഥികാവാസം,noun,0,14
L529745,പഥികി,noun,0,14
L548558,പഥികൃത്ത്,noun,0,14
L1127791,പഥ്യ,adjective,0,1
L504754,പഥ്യം,noun,0,14
L503492,പഥ്യക്കാരി,noun,0,7
L503120,പഥ്യക്കാരൻ,noun,1,18
L547589,പഥ്യക്കേട്,noun,0,14
L516757,പഥ്യാചരണം,noun,0,14
L522195,പഥ്യാപഥ്യം,noun,0,14
L412180,പദം,noun,1,19
L513375,പദകം,noun,0,14
L509465,പദകമലം,noun,0,14
L541387,പദകരി,noun,0,14
L511307,പദക്രമം,noun,0,14
L1127792,പദഗ,adjective,0,1
L534367,പദഗതി,noun,0,14
L514574,പദടിപ്പണം,noun,0,14
L511691,പദത്രാണം,noun,0,14
L555514,പദദലിത,noun,0,14
L516692,പദദാഹം,noun,0,14
L504479,പദദോഷം,noun,0,14
L519758,പദന്യാസം,noun,0,14
L511757,പദപങ്കജം,noun,0,14
L509313,പദപാഠം,noun,0,14
L521229,പദപാതം,noun,0,14
L509259,പദബന്ധം,noun,0,14
L519574,പദഭഞ്ജനം,noun,0,14
L556125,പദഭഞ്ജിക,noun,0,14
L517598,പദഭ്രംശം,noun,0,14
L455496,പദയാത്ര,noun,1,1
L1539,പദവി,noun,1,19
L511928,പദവിഗ്രഹം,noun,0,14
L538908,പദവിധി,noun,0,14
L507494,പദവിന്യാസം,noun,0,14
L538386,പദവൃത്തി,noun,0,14
L534887,പദഹതി,noun,0,14
L529965,പദാംഗി,noun,0,14
L515262,പദാംഗുഷ്ഠം,noun,0,14
L521299,പദാംശദോഷം,noun,0,14
L519227,പദാങ്കം,noun,0,14
L530289,പദാജി,noun,0,14
L534951,പദാതി,noun,0,14
L527354,പദാദി,noun,0,14
L506390,പദാനുപദം,noun,0,14
L514729,പദാനുശാസനം,noun,0,14
L510761,പദാന്തം,noun,0,14
L517035,പദാന്തരം,noun,0,14
L539122,പദാന്തസന്ധി,noun,0,14
L512098,പദാബ്ജം,noun,0,14
L543561,പദാഭിലാഷി,noun,0,14
L517189,പദാരം,noun,0,14
L513189,പദാരവിന്ദം,noun,0,14
L529240,പദാവലി,noun,0,14
L538425,പദാവൃത്തി,noun,0,14
L413489,പദാർഥം,noun,0,15
L517033,പദാർഥത്രയം,noun,0,14
L556499,പദാർഥദീപിക,noun,0,14
L1127793,പദിക,adjective,0,1
L518296,പദികം,noun,0,14
L529746,പദികി,noun,0,14
L463555,പദീകരിക്കുക,verb,0,4
L412832,പദോൽപ്പത്തി,noun,1,1
L519048,പദ്ഗം,noun,0,14
L3158,പദ്ധതി,noun,1,19
L552656,പദ്മ,noun,0,14
L507085,പദ്മം,noun,0,14
L517596,പദ്മകം,noun,0,14
L581345,പദ്മിനി,proper noun,0,8
L1127794,പദ്യ,adjective,0,1
L300975,പദ്യം,noun,2,18
L503351,പദ്യകാരി,noun,0,7
L502979,പദ്യകാരൻ,noun,0,18
L548538,പദ്യകൃത്ത്,noun,0,14
L553603,പദ്യരചന,noun,0,14
L514381,പദ്യസാഹിത്യം,noun,0,14
L507024,പദ്രം,noun,0,14
L506554,പദ്വം,noun,0,14
L2532,പന,noun,0,21
L460643,പനക്കാചിറ,proper noun,1,1
L531080,പനങ്കരണ്ടി,noun,0,14
L546707,പനങ്കരിക്ക്,noun,0,14
L544157,പനങ്കിളി,noun,0,14
L547093,പനങ്കിഴങ്ങ്,noun,0,14
L559091,പനങ്കുല,noun,0,14
L549026,പനങ്കൂമ്പ്,noun,0,14
L554566,പനങ്കൊട്ട,noun,0,14
L553816,പനങ്ങ,noun,0,14
L461254,പനങ്ങാട്,proper noun,1,1
L461356,പനച്ചിക്കാട്,proper noun,1,1
L454392,പനജി,proper noun,1,1
L551676,പനഞ്ചക്കര,noun,0,14
L560549,പനഞ്ഞിൽ,noun,0,14
L459931,പനട്ടുക,verb,0,4
L559584,പനട്ടൽ,noun,0,14
L461428,പനത്തടി,proper noun,1,1
L555721,പനന്തത്ത,noun,0,14
L461430,പനമരം,proper noun,1,1
L511845,പനമ്പഴം,noun,0,14
L538285,പനമ്പാത്തി,noun,0,14
L564349,പനമ്പൂ,noun,0,16
L548864,പനമ്പ്,noun,0,14
L461432,പനയം,proper noun,1,1
L463895,പനയ്ക്കുക,verb,0,4
L546121,പനറ്റി,noun,0,14
L462026,പനറ്റുക,verb,0,4
L551543,പനവാഴ,noun,0,14
L461433,പനവൂര്,proper noun,1,1
L546106,പനവെറി,noun,0,14
L549604,പനവ്,noun,0,14
L524680,പനസ,noun,0,14
L505536,പനസം,noun,0,14
L543738,പനസി,noun,0,14
L557293,പനസിക,noun,0,14
L454201,പനാമ,proper noun,1,1
L453430,പനാമ സിറ്റി,proper noun,1,1
L1127795,പനായിത,adjective,0,1
L413206,പനി,noun,2,22
L459899,പനിക്കുക,verb,0,4
L556696,പനിക്കൂർക്ക,noun,1,14
L514706,പനിച്ചം,noun,0,14
L547543,പനിച്ചൂട്,noun,0,14
L560559,പനിഞ്ഞിൽ,noun,0,14
L549287,പനിനീര്,noun,0,14
L564339,പനിനീർപ്പൂ,noun,0,16
L2565,പനിനീർപ്പൂവ്,noun,1,18
L534704,പനിമതി,noun,0,14
L524786,പനിമല,noun,0,14
L556823,പനിമലമങ്ക,noun,0,14
L530962,പനുവലാട്ടി,noun,0,14
L464726,പനുവുക,verb,0,3
L560055,പനുവൽ,noun,2,14
L504335,പന്തം,noun,0,14
L560278,പന്തക്കാൽ,noun,0,14
L546144,പന്തക്കുറ്റി,noun,0,14
L551579,പന്തക്കുഴ,noun,0,14
L460536,പന്തപ്ലാവ്,proper noun,1,1
L530987,പന്തമുട്ടി,noun,0,14
L413684,പന്തയം,noun,0,19
L461943,പന്തലിക്കുക,verb,0,4
L460480,പന്തളം,proper noun,1,8
L461434,പന്തളം തെക്കേക്കര,proper noun,1,1
L510452,പന്താനം,noun,0,14
L525508,പന്താനക്കെട്ട്,noun,0,14
L526184,പന്താനക്കോപ്പ്,noun,0,14
L528904,പന്തി,noun,0,14
L547565,പന്തികേട്,noun,0,14
L562786,പന്തിക്കാർ,noun,0,9
L560611,പന്തിക്കൊട്ടിൽ,noun,0,14
L555979,പന്തിപ്പലക,noun,0,14
L549171,പന്തിപ്പായ്,noun,0,14
L510242,പന്തിഭോജനം,noun,0,14
L547664,പന്തിരണ്ട്,noun,0,14
L511922,പന്തിരുകുലം,noun,0,14
L530529,പന്തീരടി,noun,0,14
L547675,പന്തീരാണ്ട്,noun,0,14
L508232,പന്തീരായിരം,noun,0,14
L530641,പന്തുവരാടി,noun,0,14
L458436,പന്ത്,noun,1,18
L581614,പന്ത്,proper noun,0,8
L679112,പന്ത്രണ്ടാം,adjective,1,1
L513248,പന്ത്രണ്ടാംവ്യാഴം,noun,0,14
L2408,പന്ത്രണ്ട്,numeral,1,1
L559735,പന്തൽ,noun,0,14
L560033,പന്തൽക്കാവൽ,noun,0,14
L560290,പന്തൽക്കാൽ,noun,0,14
L564753,പന്ഥാ,noun,0,16
L506864,പന്ഥാനം,noun,0,14
L549798,പന്ഥാവ്,noun,0,14
L528474,പന്ന,adjective,0,14
L528476,പന്ന,noun,1,14
L457208,പന്ന,proper noun,1,15
L519118,പന്നം,noun,0,14
L508732,പന്നകം,noun,0,14
L509875,പന്നഗം,noun,0,14
L522514,പന്നഗകേസരം,noun,0,14
L565262,പന്നഗരിപു,noun,0,8
L512570,പന്നഗലോകം,noun,0,14
L542315,പന്നഗവൈരി,noun,0,14
L541813,പന്നഗാരി,noun,0,14
L529933,പന്നഗി,noun,0,14
L542233,പന്നഗേശ്വരപുരി,noun,0,14
L534190,പന്നത്തുണി,noun,0,14
L544331,പന്നവള്ളി,noun,0,14
L554335,പന്നാട,noun,0,14
L550267,പന്നാസ്,noun,0,14
L529048,പന്നി,noun,2,14
L530524,പന്നിക്കരടി,noun,0,14
L549451,പന്നിക്കല്ല്,noun,0,14
L563656,പന്നിക്കിള,noun,0,14
L510445,പന്നിക്കുഞ്ചം,noun,0,14
L545702,പന്നിക്കുഴി,noun,0,14
L546290,പന്നിക്കൊറുക്,noun,0,14
L502275,പന്നിപ്പനി,noun,1,1
L529912,പന്നിമുഖി,noun,0,14
L550744,പന്നിമുള്ള്,noun,0,14
L515765,പന്നിയമ്പുറം,noun,0,14
L542943,പന്നിയെലി,noun,0,14
L560409,പന്നിവാൽ,noun,0,14
L461357,പന്ന്യന്നൂര്,proper noun,1,1
L528477,പന്നൽ,noun,1,14
L501836,പന്നൽച്ചെടി,noun,1,1
L534192,പന്നൽത്തുണി,noun,0,14
L461466,പന്മന,proper noun,1,1
L540001,പപി,noun,0,14
L506483,പപീഹം,noun,0,14
L1128998,പപു,adjective,0,0
L565256,പപു,noun,0,8
L456820,പപും പരേ,proper noun,1,1
L485902,പപ്പടം,noun,1,14
L514486,പപ്പടകം,noun,0,14
L549412,പപ്പടക്കല്ല്,noun,0,14
L531011,പപ്പടച്ചെട്ടി,noun,0,14
L556805,പപ്പയ്ക്ക,noun,0,14
L551775,പപ്പര,noun,0,14
L2545,പപ്പായ,noun,1,21
L581449,പപ്പു,proper noun,0,7
L526173,പപ്പ്,noun,0,14
L558588,പപ്രത്തല,noun,0,14
L501864,പഫ്ഫ്ലെഗ്,noun,1,1
L457351,പബ്ന,proper noun,1,1
L455285,പമുക്കേൽ,proper noun,1,1
L553131,പമ്പ,noun,1,14
L458433,പമ്പരം,noun,1,14
L543979,പമ്പരക്കളി,noun,0,14
L531380,പമ്പരവിഡ്ഢി,noun,0,14
L542179,പമ്പിരി,noun,0,14
L513208,പമ്പിളിനാരകം,noun,0,14
L550274,പമ്പിളിമാസ്,noun,0,14
L464697,പമ്പുക,verb,0,3
L548867,പമ്പ്,noun,0,14
L559824,പമ്പൽ,noun,0,14
L525648,പമ്മാട്ട്,noun,0,14
L462240,പമ്മുക,verb,0,4
L552138,പയ,noun,0,14
L513224,പയം,noun,0,14
L453485,പയകുമ്പു,proper noun,1,1
L514525,പയണം,noun,0,14
L455991,പയറുവർഗ്ഗം മുളപ്പിച്ചത്,noun,1,1
L1606,പയറ്,noun,0,22
L459888,പയറ്റുക,verb,0,4
L547360,പയറ്റുപാട്,noun,0,14
L559257,പയറ്റോല,noun,0,14
L551028,പയറ്റ്,noun,0,14
L558669,പയല,noun,0,14
L550244,പയസ്,noun,0,14
L1129000,പയസ്യ,adjective,0,0
L564589,പയസ്യ,noun,0,16
L514005,പയസ്യം,noun,0,14
L1127796,പയസ്വല,adjective,0,1
L539706,പയസ്വിനി,noun,1,14
L540871,പയസ്വിനി,proper noun,1,14
L527591,പയി,noun,0,15
L509951,പയിക്കം,noun,0,14
L463449,പയിക്കുക,verb,0,4
L553843,പയിങ്ങ,noun,0,14
L554974,പയിനെണ്ണ,noun,0,14
L526262,പയിപ്പ്,noun,0,14
L553142,പയിമ്പ,noun,0,14
L463112,പയിറ്റുക,verb,0,4
L464656,പയിലുക,verb,0,3
L521448,പയോഗുളം,noun,0,14
L514204,പയോഘനം,noun,0,14
L519803,പയോജം,noun,0,14
L564841,പയോജജന്മാ,noun,0,16
L527054,പയോജജന്മാവ്,noun,0,16
L552660,പയോജന്മ,noun,0,14
L514816,പയോദം,noun,0,14
L548631,പയോദസുഹൃത്ത്,noun,0,14
L517940,പയോധരം,noun,0,14
L538999,പയോധി,noun,0,14
L564438,പയോധികന്യ,noun,0,16
L539603,പയോധിനി,noun,0,14
L546817,പയോമുക്ക്,noun,0,14
L509210,പയോരം,noun,0,14
L543468,പയോരാശി,noun,0,14
L552312,പയോറിയ,noun,0,14
L520643,പയോവ്രതം,noun,0,14
L534343,പയോഷ്ണി,noun,0,14
L555404,പയോഷ്ണിജാത,noun,0,14
L559767,പയ്തൽ,noun,0,14
L549537,പയ്മ്പുല്ല്,noun,0,14
L564473,പയ്യ,noun,0,16
L460418,പയ്യന്നൂർ,proper noun,1,1
L542563,പയ്യാഞ്ഞലി,noun,0,14
L552921,പയ്യാന,noun,0,14
L539445,പയ്യാനി,noun,0,14
L515275,പയ്യാമം,noun,0,14
L460701,പയ്യാമ്പലം കടപ്പുറം,proper noun,1,1
L556847,പയ്യായ്ക,noun,0,14
L460539,പയ്യാല്,proper noun,1,1
L461300,പയ്യാവൂര്,proper noun,1,1
L551315,പയൻകറ,noun,0,14
L551778,പയൻകൊപ്പര,noun,0,14
L562656,പയർ,noun,2,2
L1128999,പയൽ,adjective,0,0
L559901,പയൽ,noun,0,14
L551766,പര,noun,0,14
L507820,പരം,noun,1,14
L516181,പരകായം,noun,0,14
L541712,പരകേസരി,noun,0,14
L528677,പരകോടി,noun,0,14
L504719,പരക്കം,noun,0,14
L545554,പരക്കഴി,noun,0,14
L458323,പരക്കുക,verb,0,4
L559299,പരക്കൽ,noun,0,14
L552343,പരക്രീയ,noun,0,14
L521426,പരക്രീയപദം,noun,0,14
L517953,പരക്ഷേത്രം,noun,0,14
L534378,പരഗതി,noun,0,14
L453684,പരഗ്വെ,proper noun,1,1
L518414,പരചക്രം,noun,0,14
L506697,പരചിത്പദം,noun,0,14
L464510,പരചുക,verb,0,3
L1127797,പരച്ഛന്ദ,adjective,0,1
L513305,പരച്ഛന്ദം,noun,0,14
L517177,പരജനം,noun,0,14
L519776,പരജന്മം,noun,0,14
L534935,പരജാതി,noun,0,14
L519780,പരജിതം,noun,0,14
L543245,പരജീവി,noun,0,14
L521350,പരജ്ഞാനം,noun,0,14
L550612,പരഞ്ജ്യോതിസ്സ്,noun,0,14
L551193,പരടൈ,noun,0,14
L554812,പരണ,noun,0,14
L1129001,പരണ്ട,adjective,0,0
L554601,പരണ്ട,noun,0,14
L546003,പരണ്ടക്കോഴി,noun,0,14
L459956,പരണ്ടുക,verb,0,4
L559619,പരണ്ടൽ,noun,0,14
L512298,പരതത്ത്വം,noun,0,14
L1129241,പരതന്ത്ര,adjective,0,0
L561794,പരതന്ത്ര,noun,0,14
L534205,പരതരുണി,noun,0,14
L523050,പരതീരം,noun,0,14
L459579,പരതുക,verb,0,4
L528865,പരത്തി,noun,0,14
L458337,പരത്തുക,verb,0,4
L548107,പരത്ത്,noun,0,14
L559703,പരത്തൽ,noun,0,14
L517187,പരത്വം,noun,0,14
L523080,പരദളം,noun,0,14
L513812,പരദാരം,noun,0,14
L517842,പരദാസ്യം,noun,0,14
L514091,പരദുഃഖം,noun,0,14
L505013,പരദൂഷണം,noun,0,14
L528265,പരദേവത,noun,0,14
L514752,പരദേശം,noun,0,14
L529451,പരദേശി,noun,0,14
L522257,പരദേഹം,noun,0,14
L507481,പരദൈവം,noun,0,14
L522343,പരദ്രവ്യം,noun,0,14
L509506,പരദ്രോഹം,noun,0,14
L543930,പരദ്രോഹി,noun,0,14
L543608,പരദ്വേഷി,noun,0,14
L519923,പരധർമം,noun,0,14
L541947,പരനാരി,noun,0,14
L553484,പരനിന്ദ,noun,0,14
L550506,പരന്തിരിയസ്സ്,noun,0,14
L520270,പരന്ധാമം,noun,0,14
L547859,പരന്നത്,noun,0,14
L510696,പരപക്ഷം,noun,0,14
L539947,പരപത്നി,noun,0,14
L518540,പരപദം,noun,0,14
L517636,പരപരിഗ്രഹം,noun,0,14
L554701,പരപീഡ,noun,0,14
L1129002,പരപുഷ്ട,adjective,0,0
L554635,പരപുഷ്ട,noun,0,14
L516880,പരപുഷ്ടം,noun,0,14
L563327,പരപൂർവ,noun,0,14
L534535,പരപൂർവപതി,noun,0,14
L547314,പരപ്പനാട്,noun,0,14
L525826,പരപ്പ്,noun,0,14
L1127798,പരപ്പൻ,adjective,0,1
L518486,പരപ്രത്യയം,noun,0,14
L553503,പരബാധ,noun,0,14
L517265,പരബോധം,noun,0,14
L413749,പരബ്രഹ്മം,noun,1,19
L506745,പരഭാഗം,noun,0,14
L1129003,പരഭൃത,adjective,0,0
L555678,പരഭൃത,noun,0,14
L556357,പരഭൃതിക,noun,0,14
L548577,പരഭൃത്ത്,noun,0,14
L1127799,പരമ,adjective,0,1
L512779,പരമം,noun,0,14
L558500,പരമകല,noun,0,14
L516998,പരമകാര്യം,noun,0,14
L528092,പരമകാഷ്ഠ,noun,0,16
L460706,പരമക്കുടി,proper noun,1,1
L534374,പരമഗതി,noun,0,14
L563828,പരമഗുരു,noun,0,16
L516070,പരമണ്ഡലം,noun,0,14
L508934,പരമപദം,noun,0,14
L538576,പരമശാന്തി,noun,0,14
L539023,പരമസിദ്ധി,noun,0,14
L565669,പരമാണു,noun,0,8
L516223,പരമാണുവാദം,noun,0,14
L526995,പരമാത്മാവ്,noun,0,16
L516486,പരമാദ്വൈതം,noun,0,14
L505178,പരമാനന്ദം,noun,0,14
L514654,പരമാന്നം,noun,0,14
L519683,പരമായുഷം,noun,0,14
L550648,പരമായുസ്സ്,noun,0,14
L453351,പരമാരിബൊ,proper noun,1,1
L528956,പരമാവധി,noun,0,14
L505408,പരമാർഥം,noun,0,14
L538715,പരമാർഥി,noun,0,14
L551303,പരമൃത്യു,noun,0,14
L541685,പരമേശ്വരി,noun,0,14
L1129529,പരമേശ്വരൻ,proper noun,0,1
L531297,പരമേഷ്ഠി,noun,0,14
L522146,പരമ്പദം,noun,0,14
L1129004,പരമ്പര,adjective,0,0
L551779,പരമ്പര,noun,1,14
L520121,പരമ്പരം,noun,0,14
L684347,പരമ്പരാഗത,adjective,1,1
L684348,പരമ്പരാഗതമായി,adverb,1,1
L512088,പരമ്പരാർജിതം,noun,0,14
L522613,പരമ്പരിതം,noun,0,14
L516432,പരമ്പരോപദേശം,noun,0,14
L563211,പരമ്പൊരുൾ,noun,0,14
L548884,പരമ്പ്,noun,0,14
L534835,പരയുവതി,noun,0,14
L505716,പരലോകം,noun,0,14
L538904,പരലോകവിധി,noun,0,14
L563594,പരള,noun,0,14
L563307,പരവ,noun,0,14
L529011,പരവതാനി,noun,0,14
L534798,പരവതി,noun,0,14
L551236,പരവധു,noun,0,14
L541638,പരവരി,noun,0,14
L1127800,പരവശ,adjective,0,1
L528271,പരവശത,noun,0,14
L462697,പരവശപ്പെടുക,verb,0,4
L531818,പരവാണി,noun,0,14
L464645,പരവുക,verb,0,3
L454417,പരവൂർ,proper noun,1,1
L460751,പരവൂർ - കാപ്പിൽ പൊഴി,proper noun,1,1
L506158,പരവേശം,noun,0,14
L560026,പരവൽ,noun,0,14
L518533,പരശം,noun,0,14
L564126,പരശു,noun,0,16
L543606,പരശുഭദ്വേഷി,noun,0,14
L508759,പരശുരാമക്ഷേത്രം,noun,0,14
L511478,പരശുരാമായണം,noun,0,14
L503671,പരശുരാമൻ,noun,1,23
L517413,പരശുവനം,noun,0,14
L529634,പരശ്രീ,noun,0,14
L517622,പരശ്വധം,noun,0,14
L510699,പരസഹസ്രം,noun,0,14
L555669,പരസാത്കൃത,noun,0,14
L522106,പരസുഖം,noun,0,14
L529623,പരസ്ത്രീ,noun,0,14
L1127801,പരസ്പര,adjective,0,1
L412848,പരസ്പരം,pronoun,1,1
L527306,പരസ്മൈപദി,noun,0,15
L504917,പരസ്യം,noun,1,14
L519180,പരസ്വം,noun,0,14
L524753,പരഹിംസ,noun,0,14
L506855,പരഹിതം,noun,0,14
L509224,പരാംഗവം,noun,0,14
L517720,പരാകം,noun,0,14
L509237,പരാകരണം,noun,0,14
L462857,പരാകരിക്കുക,verb,0,4
L541314,പരാക്പുഷ്പി,noun,0,14
L505064,പരാക്രമം,noun,1,14
L526517,പരാക്രമി,noun,0,14
L505794,പരാഗം,noun,1,14
L512732,പരാഗപുഷ്പം,noun,0,14
L463334,പരാഗമിക്കുക,verb,0,4
L1127802,പരാങ്മുഖ,adjective,0,1
L1127803,പരാചിത,adjective,0,1
L1127804,പരാചീന,adjective,0,1
L511749,പരാചീനം,noun,0,14
L1545,പരാജയം,noun,0,14
L1127805,പരാജിത,adjective,0,1
L565692,പരാജിഷ്ണു,noun,0,8
L524752,പരാണസ,noun,0,14
L528779,പരാതി,noun,0,14
L527012,പരാത്മാവ്,noun,0,16
L507796,പരാദം,noun,1,14
L456373,പരാദജീവശാസ്ത്രം,noun,1,1
L457568,പരാദസസ്യം,noun,1,1
L513884,പരാദാനം,noun,0,14
L522285,പരാധാരം,noun,0,14
L538867,പരാധി,noun,0,14
L509302,പരാധീനം,noun,0,14
L462197,പരാധീനപ്പെടുക,verb,0,4
L516529,പരാനന്ദം,noun,0,14
L524691,പരാനസ,noun,0,14
L535499,പരാനുഭൂതി,noun,0,14
L505942,പരാന്നം,noun,0,14
L546772,പരാന്നഭുക്ക്,noun,0,14
L1129242,പരാപര,adjective,0,0
L551769,പരാപര,noun,0,14
L520069,പരാപഹാസം,noun,0,14
L563483,പരാപേക്ഷ,noun,0,14
L505279,പരാഭവം,noun,0,14
L1127806,പരാഭൂത,adjective,0,1
L535485,പരാഭൂതി,noun,0,14
L1127807,പരാമൃഷ്ട,adjective,0,1
L516538,പരാമർശനം,noun,0,14
L459336,പരാമർശിക്കുക,verb,0,4
L1127808,പരായണ,adjective,0,1
L541992,പരാരി,noun,0,14
L563796,പരാരിപ്പിള്ള,noun,0,14
L511600,പരാരുകം,noun,0,14
L518169,പരാവരം,noun,0,14
L515542,പരാവഹം,noun,0,14
L552074,പരാവിദ്യ,noun,0,14
L1127809,പരാവൃത്ത,adjective,0,1
L538431,പരാവൃത്തി,noun,0,14
L514273,പരാവർത്തം,noun,0,14
L507180,പരാവർത്തനം,noun,0,14
L528842,പരാശക്തി,noun,1,14
L517197,പരാശരം,noun,0,14
L535679,പരാശരസ്മൃതി,noun,0,14
L541693,പരാശരി,noun,0,14
L1129005,പരാശ്രയ,adjective,0,0
L552144,പരാശ്രയ,noun,0,14
L509624,പരാസം,noun,0,14
L506368,പരാസംഗം,noun,0,14
L514869,പരാസനം,noun,0,14
L564237,പരാസു,noun,0,16
L527408,പരാസ്കന്ദി,noun,1,14
L1127810,പരാഹത,adjective,0,1
L534901,പരാഹതി,noun,0,14
L511434,പരാഹ്ണം,noun,0,14
L520001,പരാർഥം,noun,0,14
L515392,പരാർധ്യം,noun,0,14
L1129243,പരി,adjective,0,0
L529084,പരി,noun,0,14
L678518,പരി-,prefix,1,1
L553327,പരികഥ,noun,0,14
L506872,പരികമ്പം,noun,0,14
L1127811,പരികമ്പിത,adjective,0,1
L1127812,പരികര,adjective,0,1
L513261,പരികരം,noun,0,14
L560248,പരികാൽ,noun,0,14
L515139,പരികീർത്തനം,noun,0,14
L462476,പരികീർത്തിക്കുക,verb,0,4
L556738,പരിക്ക,noun,0,14
L503415,പരിക്കാരി,noun,0,7
L503043,പരിക്കാരൻ,noun,1,18
L462852,പരിക്കുക,verb,0,4
L560851,പരിക്കോൽ,noun,0,14
L546708,പരിക്ക്,noun,0,14
L510978,പരിക്രമം,noun,0,14
L506057,പരിക്രമണം,noun,0,14
L517723,പരിക്രമസഹം,noun,0,14
L462686,പരിക്രമിക്കുക,verb,0,4
L508867,പരിക്രയം,noun,0,14
L1127813,പരിക്രാന്ത,adjective,0,1
L520120,പരിക്രാന്തം,noun,0,14
L538553,പരിക്രാന്തി,noun,0,14
L552261,പരിക്രിയ,noun,0,14
L462966,പരിക്ലേശിക്കുക,verb,0,4
L563442,പരിക്ഷ,noun,0,14
L534877,പരിക്ഷതി,noun,0,14
L513563,പരിക്ഷയം,noun,0,14
L1127814,പരിക്ഷിപ്ത,adjective,0,1
L514432,പരിക്ഷേപം,noun,0,14
L518535,പരികർത്തനം,noun,0,14
