lang,start_date,end_date,rank,category_qid,category_en,edits,top_article_en
tcy,2026-07-01,2026-08-29,13,33097423,ಭಾರತೊದ_ರಾಜವಂಸೊದ_ಪೊಂಜೊವುನಕುಲು,12,Abbakka_Chowta
tcy,2026-07-01,2026-08-29,14,1457903,Religion,10,Naga_Panchami
tcy,2026-07-01,2026-08-29,15,1458083,Science,10,Ficus_religiosa
tcy,2026-07-01,2026-08-29,16,33097396,ತುಳುನಾಡ್ದ_ಸಂಸ್ಕೃತಿ,10,ಕಲ್ಕುಡ
tcy,2026-07-01,2026-08-29,17,33097421,ಬ್ಯಾಂಕುಲು,10,Bandhan_Bank
tcy,2026-07-01,2026-08-29,18,106846511,ಪೊಂಜೊವುಲು,9,Asha_Bhosle
tcy,2026-07-01,2026-08-29,19,7034313,Indo-European_languages,8,Balochi_language
tcy,2026-07-01,2026-08-29,20,33097393,ತುಳುನಾಡ_ಸಂಸ್ಕೃತಿ,8,Karnataka_Tulu_Sahitya_Academy
tcy,2026-07-01,2026-08-29,21,33097427,ಮರೊಕುಲ್,8,Carallia_brachiata
tcy,2026-07-01,2026-08-29,22,6518894,Flowers,7,Pineapple
tcy,2026-07-01,2026-08-29,23,8854348,Udupi_district,7,Barkur
tcy,2026-07-01,2026-08-29,24,33097364,ಕನ್ನಡ_ಕವಿ,7,Gopalakrishna_Adiga
tcy,2026-07-01,2026-08-29,25,33097365,ಕವಿ,7,Gopalakrishna_Adiga
te,2026-07-01,2026-08-29,1,6994462,Indian_people,1032,Rabindranath_Tagore
te,2026-07-01,2026-08-29,2,1983910,Hinduism,1020,Godavari_River
te,2026-07-01,2026-08-29,3,4630,History_of_India,931,Bijapur
te,2026-07-01,2026-08-29,4,1457673,Geography,713,Assam
te,2026-07-01,2026-08-29,5,7214658,Cities_and_towns_in_India,662,Bijapur
te,2026-07-01,2026-08-29,6,3919792,Actors,608,S._Janaki
te,2026-07-01,2026-08-29,7,1457595,History,569,Quit_India_Movement
te,2026-07-01,2026-08-29,8,5897849,Wikipedia:Beleg_fehlet,540,Rabindranath_Tagore
te,2026-07-01,2026-08-29,9,8545100,Indian_film_actresses,409,List_of_Indian_film_actresses
te,2026-07-01,2026-08-29,10,7238283,Andhra_Pradesh,396,Godavari_River
te,2026-07-01,2026-08-29,11,6156696,Dead_people,394,Rabindranath_Tagore
te,2026-07-01,2026-08-29,12,5668044,Indian_films,392,Telugu_cinema
te,2026-07-01,2026-08-29,13,7089019,Villages_in_India,362,Mellachervu
te,2026-07-01,2026-08-29,14,7291943,Culture_of_India,354,Jana_Gana_Mana
te,2026-07-01,2026-08-29,15,2944929,Culture,353,Buddhism
te,2026-07-01,2026-08-29,16,4026570,Countries,349,Nepal
te,2026-07-01,2026-08-29,17,6739495,Geography_of_India,346,Assam
te,2026-07-01,2026-08-29,18,15136951,21st-century_Indian_actresses,346,Sowcar_Janaki
te,2026-07-01,2026-08-29,19,5610083,Asia,341,Rabindranath_Tagore
te,2026-07-01,2026-08-29,20,23706330,Bu_dem_liwot,331,Penna_River
te,2026-07-01,2026-08-29,21,7030643,Indian_Hindus,326,Rabindranath_Tagore
te,2026-07-01,2026-08-29,22,8838402,Telugu_people,315,M._Balamuralikrishna
te,2026-07-01,2026-08-29,23,15095479,Artikel_Wikipedia_dengan_penanda_MusicBrainz,314,Rabindranath_Tagore
te,2026-07-01,2026-08-29,24,32985146,హిందూ_దేవాలయాలు,314,శ్రీ_రాజరాజేశ్వర_స్వామి_దేవస్థానం_(గొడిసెర్యాల)
te,2026-07-01,2026-08-29,25,1410960,United_States,313,2026_FIFA_World_Cup
ur,2026-07-01,2026-08-29,1,9076339,Populated_places_in_Iran,39112,Sad_ol_Din
ur,2026-07-01,2026-08-29,2,1411712,Iran,37436,Sad_ol_Din
ur,2026-07-01,2026-08-29,3,1457673,Geography,22294,Natural_resource
ur,2026-07-01,2026-08-29,4,5461006,Villages,20995,Sad_ol_Din
ur,2026-07-01,2026-08-29,5,7089019,Villages_in_India,7074,"Vemanpalle,_Mancherial_district"
ur,2026-07-01,2026-08-29,6,1410960,United_States,5889,2026_FIFA_World_Cup
ur,2026-07-01,2026-08-29,7,1411125,United_Kingdom,2809,100_Women_(BBC)
ur,2026-07-01,2026-08-29,8,49892331,21st-century_American_women_politicians,2401,Jan_Schakowsky
ur,2026-07-01,2026-08-29,9,6127538,Cities_in_the_United_States,2193,List_of_sister_cities_in_the_United_States
ur,2026-07-01,2026-08-29,10,1984000,Islam,2071,Maturidism
ur,2026-07-01,2026-08-29,11,9126476,Cities,2055,Hyderabad
ur,2026-07-01,2026-08-29,12,7130256,History_of_Islam,2003,Maturidism
ur,2026-07-01,2026-08-29,13,5611338,Association_football,1688,Captain_(association_football)
ur,2026-07-01,2026-08-29,14,6493807,Cricket,1638,List_of_List_A_cricket_records
ur,2026-07-01,2026-08-29,15,3919792,Actors,1552,Academy_Award_for_Best_Actress
ur,2026-07-01,2026-08-29,16,5479723,Film_actors,1510,Henry_Cavill
ur,2026-07-01,2026-08-29,17,1457903,Religion,1504,Maturidism
ur,2026-07-01,2026-08-29,18,2944929,Culture,1463,Maturidism
ur,2026-07-01,2026-08-29,19,6268629,Populated_places_in_North_America,1384,Los_Angeles
ur,2026-07-01,2026-08-29,20,6466283,Muslim_theologians,1378,Maturidism
ur,2026-07-01,2026-08-29,21,7460289,Islamic_terminology,1378,Maturidism
ur,2026-07-01,2026-08-29,22,1411417,India,1360,Partition_of_India
ur,2026-07-01,2026-08-29,23,7145024,Indian_Muslims,1360,Salman_Nadwi
ur,2026-07-01,2026-08-29,24,7463616,Sunni_Islam,1346,Maturidism
ur,2026-07-01,2026-08-29,25,6840573,English-language_films,1318,The_Dark_Knight_Rises
