target,reference,snapshot_date,rank,category_qid,category_title,gap,overlap_target,overlap_reference,coverage_pct,weighted_score
tewiki,hiwiki,2026-06-23,15,9714104,Fering_Artiikel,1079,389,1468,0.265,234854
tewiki,hiwiki,2026-06-23,16,5668044,भारतीय_फ़िल्में,1998,2462,4460,0.552,233265
tewiki,hiwiki,2026-06-23,17,9795474,جميع_مقالات_البذور,801,834,1635,0.5101,210675
tewiki,hiwiki,2026-06-23,18,9703480,Biôgrafia,774,843,1617,0.5213,210471
tewiki,hiwiki,2026-06-23,19,23706330,Bu_dem_liwot,857,526,1383,0.3803,206023
tewiki,hiwiki,2026-06-23,20,1457402,जीव_विज्ञान,1085,1000,2085,0.4796,204907
tewiki,hiwiki,2026-06-23,21,7291943,भारतीय_संस्कृति,347,434,781,0.5557,198794
tewiki,hiwiki,2026-06-23,22,6508,खगोलशास्त्र,742,313,1055,0.2967,197476
tewiki,hiwiki,2026-06-23,23,1983674,दर्शन,846,332,1178,0.2818,195160
tewiki,hiwiki,2026-06-23,24,33017565,مشہور_لوک,471,329,800,0.4113,193089
tewiki,hiwiki,2026-06-23,25,9729671,Gesjreve_in_'t_Mestreechs,645,831,1476,0.563,193064
tewiki,hiwiki,2026-06-23,26,7019973,Postage_stamps_featuring_people,321,516,837,0.6165,191965
tewiki,hiwiki,2026-06-23,27,1984000,इस्लाम,980,297,1277,0.2326,189209
tewiki,hiwiki,2026-06-23,28,8514332,हिन्दी_साहित्य,540,51,591,0.0863,187483
tewiki,hiwiki,2026-06-23,29,28582468,चित्र_के_साथ_ज्ञानसन्दूक_अवस्थापन_प्रयोग_करने_वाले_लेख,1159,681,1840,0.3701,187375
tewiki,hiwiki,2026-06-23,30,9727294,ಕಡತ_ಕೊಂಡಿಗಳು_ಮುರಿದಿರುವ_ಪುಟಗಳು,332,680,1012,0.6719,183040
tewiki,hiwiki,2026-06-23,31,8259,साहित्य,753,378,1131,0.3342,182473
tewiki,hiwiki,2026-06-23,32,25351284,कायमचे_मृत_बाह्य_दुवे_असणारे_लेख,373,902,1275,0.7075,181119
tewiki,hiwiki,2026-06-23,33,6483339,भारतीय_साहित्य,209,244,453,0.5386,177548
tewiki,hiwiki,2026-06-23,34,5753390,राजनीतिज्ञ,591,603,1194,0.505,174822
tewiki,hiwiki,2026-06-23,35,8134731,उत्तराखण्ड,10644,118,10762,0.011,174692
tewiki,hiwiki,2026-06-23,36,8514335,हिन्दी_कवि,226,82,308,0.2662,169967
tewiki,hiwiki,2026-06-23,37,7146649,उत्तर_प्रदेश,297,229,526,0.4354,169621
tewiki,hiwiki,2026-06-23,38,5849863,लेखक,640,548,1188,0.4613,169111
tewiki,hiwiki,2026-06-23,39,6944392,भारतीय_राजनीति,115,288,403,0.7146,161669
tewiki,hiwiki,2026-06-23,40,5610083,एशिया,308,307,615,0.4992,160481
tewiki,hiwiki,2026-06-23,41,8703545,संस्कृत,276,185,461,0.4013,160223
tewiki,hiwiki,2026-06-23,42,1457756,समाज,583,446,1029,0.4334,160047
tewiki,hiwiki,2026-06-23,43,1983832,बौद्ध_धर्म,440,307,747,0.411,157952
tewiki,hiwiki,2026-06-23,44,8514724,हिन्दू_ग्रन्थ,207,143,350,0.4086,157710
tewiki,hiwiki,2026-06-23,45,5897849,स्रोतहीन_लेख,521,1728,2249,0.7683,155595
tewiki,hiwiki,2026-06-23,46,7477590,Статии_с_невалиден_параметър_за_дата_в_шаблона,483,596,1079,0.5524,154441
tewiki,hiwiki,2026-06-23,47,8299881,बिहार,532,189,721,0.2621,153775
tewiki,hiwiki,2026-06-23,48,6301435,20th-century_politicians,673,388,1061,0.3657,152719
tewiki,hiwiki,2026-06-23,49,33044957,ಮೈಸೂರು_ವಿಶ್ವವಿದ್ಯಾನಿಲಯ_ವಿಶ್ವಕೋಶ,682,823,1505,0.5468,151180
tewiki,hiwiki,2026-06-23,50,7210139,संस्कृत_ग्रन्थ,303,155,458,0.3384,149582
tewiki,tawiki,2026-06-23,1,125498801,இந்தியத்_தமிழ்த்_திரைப்படங்கள்,4787,854,5641,0.1514,386852
tewiki,tawiki,2026-06-23,2,8828978,தமிழ்த்_திரைப்படங்கள்,1726,519,2245,0.2312,208975
tewiki,tawiki,2026-06-23,3,33029934,Articol_in_Milanes,1478,1920,3398,0.565,95151
tewiki,tawiki,2026-06-23,4,6375729,தமிழ்_இலக்கியம்,231,33,264,0.125,88637
tewiki,tawiki,2026-06-23,5,1457673,புவியியல்,1586,1127,2713,0.4154,87180
tewiki,tawiki,2026-06-23,6,1457402,உயிரியல்,1223,1000,2223,0.4498,81363
tewiki,tawiki,2026-06-23,7,1457595,வரலாறு,1140,944,2084,0.453,78684
tewiki,tawiki,2026-06-23,8,2944929,பண்பாடு,876,854,1730,0.4936,76161
tewiki,tawiki,2026-06-23,9,1458083,அறிவியல்,1066,1203,2269,0.5302,72554
tewiki,tawiki,2026-06-23,10,7705588,தமிழ்நாடு_மாநிலத்திலுள்ள_ஊர்களும்_நகரங்களும்,869,87,956,0.091,72462
tewiki,tawiki,2026-06-23,11,7711756,அறிமுக_இயக்குநர்_திரைப்படங்கள்,539,146,685,0.2131,72183
tewiki,tawiki,2026-06-23,12,45360258,Populated_places_in_Tamil_Nadu,872,81,953,0.085,71283
tewiki,tawiki,2026-06-23,13,7146096,தமிழ்நாடு,188,304,492,0.6179,68581
tewiki,tawiki,2026-06-23,14,8389687,திராவிட_முன்னேற்றக்_கழக_அரசியல்வாதிகள்,538,156,694,0.2248,67192
tewiki,tawiki,2026-06-23,15,1457903,சமயம்,753,461,1214,0.3797,66081
tewiki,tawiki,2026-06-23,16,6508,வானியல்,554,313,867,0.361,63737
tewiki,tawiki,2026-06-23,17,7192108,Páginas_con_errores_en_secuencias_de_órdenes,743,1311,2054,0.6383,62075
tewiki,tawiki,2026-06-23,18,16816615,இளையராஜா_இசையமைத்த_திரைப்படங்கள்,493,183,676,0.2707,61918
tewiki,tawiki,2026-06-23,19,16806549,மறு_ஆக்கம்_செய்யப்பட்ட_தமிழ்த்_திரைப்படங்கள்,422,112,534,0.2097,60652
tewiki,tawiki,2026-06-23,20,4678533,Əlifba_sırasına_görə_heyvanlar,2419,359,2778,0.1292,59188
tewiki,tawiki,2026-06-23,21,25220062,தமிழக_எழுத்தாளர்கள்,733,55,788,0.0698,58928
tewiki,tawiki,2026-06-23,22,8829239,தமிழ்த்_திரைப்பட_இயக்குநர்கள்,258,225,483,0.4658,56801
tewiki,tawiki,2026-06-23,23,15271863,தமிழ்த்_திரைப்பட_நடிகர்கள்,277,619,896,0.6908,56659
tewiki,tawiki,2026-06-23,24,8829471,தமிழ்க்_கவிஞர்கள்,162,44,206,0.2136,55881
tewiki,tawiki,2026-06-23,25,9729671,Gesjreve_in_'t_Mestreechs,630,831,1461,0.5688,55731
tewiki,tawiki,2026-06-23,26,8544606,இந்தியத்_தமிழர்,101,123,224,0.5491,53069
tewiki,tawiki,2026-06-23,27,8235571,அனைத்திந்திய_அண்ணா_திராவிட_முன்னேற்றக்_கழக_அரசியல்வாதிகள்,603,109,712,0.1531,50747
tewiki,tawiki,2026-06-23,28,10134118,விக்கிப்படுத்தப்பட_வேண்டிய_கட்டுரைகள்,509,123,632,0.1946,49478
tewiki,tawiki,2026-06-23,29,9795474,جميع_مقالات_البذور,636,834,1470,0.5673,49098
tewiki,tawiki,2026-06-23,30,32910847,நாட்டுடைமை_நூல்களின்_ஆசிரியர்கள்,165,12,177,0.0678,47331
tewiki,tawiki,2026-06-23,31,7234405,தமிழ்நாட்டினர்,105,215,320,0.6719,47064
tewiki,tawiki,2026-06-23,32,9714104,Fering_Artiikel,755,389,1144,0.34,46490
tewiki,tawiki,2026-06-23,33,30513052,14_ஆவது_தமிழ்நாடு_சட்டமன்ற_உறுப்பினர்கள்,194,51,245,0.2082,45344
tewiki,tawiki,2026-06-23,34,4103183,அரசியல்,619,494,1113,0.4438,45140
tewiki,tawiki,2026-06-23,35,65717567,Awareness_activism,1,0,1,0.0,44631
tewiki,tawiki,2026-06-23,36,15918083,Taxa_named_by_Carl_Linnaeus,593,417,1010,0.4129,44432
tewiki,tawiki,2026-06-23,37,9703480,Biôgrafia,977,843,1820,0.4632,44422
tewiki,tawiki,2026-06-23,38,1983910,இந்து_சமயம்,338,2243,2581,0.869,44006
tewiki,tawiki,2026-06-23,39,16790110,தமிழ்நாட்டு_நடிகர்கள்,101,75,176,0.4261,43409
tewiki,tawiki,2026-06-23,40,32589508,ويکيډاټا_سرچينې_لرونکي_مخونه,504,750,1254,0.5981,43319
tewiki,tawiki,2026-06-23,41,33079992,Gamba_Peuniléh,3,1,4,0.25,43227
tewiki,tawiki,2026-06-23,42,1457474,வேதியியல்,2414,831,3245,0.2561,42740
tewiki,tawiki,2026-06-23,43,9715949,Vikipedya:AY,187,298,485,0.6144,41979
tewiki,tawiki,2026-06-23,44,8703369,சங்க_இலக்கியம்,96,6,102,0.0588,41713
tewiki,tawiki,2026-06-23,45,9712313,Limba_Sarda_Comuna,580,718,1298,0.5532,41450
tewiki,tawiki,2026-06-23,46,33044957,ಮೈಸೂರು_ವಿಶ್ವವಿದ್ಯಾನಿಲಯ_ವಿಶ್ವಕೋಶ,584,823,1407,0.5849,41388
tewiki,tawiki,2026-06-23,47,8829414,தமிழ்,90,22,112,0.1964,41338
tewiki,tawiki,2026-06-23,48,4630,இந்திய_வரலாறு,518,1032,1550,0.6658,41228
tewiki,tawiki,2026-06-23,49,23706330,Bu_dem_liwot,814,526,1340,0.3925,41097
tewiki,tawiki,2026-06-23,50,9700201,Articllo_en_arpetan_supradialèctâl_/_ORB,401,1061,1462,0.7257,40182
tewiki,mlwiki,2026-06-23,1,8601100,മലയാളം_എഴുത്തുകാർ,341,127,468,0.2714,94567
tewiki,mlwiki,2026-06-23,2,8601086,മലയാളകവികൾ,221,52,273,0.1905,86670
tewiki,mlwiki,2026-06-23,3,8891990,ഔഷധസസ്യങ്ങൾ,1107,480,1587,0.3025,64549
tewiki,mlwiki,2026-06-23,4,1457673,ഭൂമിശാസ്ത്രം,1340,1127,2467,0.4568,63337
tewiki,mlwiki,2026-06-23,5,8637632,കേരള_സാഹിത്യ_അക്കാദമി_പുരസ്കാരം_ലഭിച്ചവർ,276,74,350,0.2114,60235
tewiki,mlwiki,2026-06-23,6,28399465,Poets_from_Kerala,97,49,146,0.3356,60072
tewiki,mlwiki,2026-06-23,7,14513212,കേരളത്തിലെ_സസ്യജാലം,1004,255,1259,0.2025,59032
tewiki,mlwiki,2026-06-23,8,1457109,സസ്യങ്ങൾ,1124,713,1837,0.3881,58898
tewiki,mlwiki,2026-06-23,9,4678533,Əlifba_sırasına_görə_heyvanlar,1936,359,2295,0.1564,57527
tewiki,mlwiki,2026-06-23,10,7192108,Páginas_con_errores_en_secuencias_de_órdenes,605,1311,1916,0.6842,49406
tewiki,mlwiki,2026-06-23,11,1457402,ജീവശാസ്ത്രം,866,1000,1866,0.5359,49332
tewiki,mlwiki,2026-06-23,12,9729671,Gesjreve_in_'t_Mestreechs,490,831,1321,0.6291,48065
tewiki,mlwiki,2026-06-23,13,9703480,Biôgrafia,1067,843,1910,0.4414,47884
tewiki,mlwiki,2026-06-23,14,7051430,മലയാളികൾ,335,384,719,0.5341,47872
tewiki,mlwiki,2026-06-23,15,15918083,കാൾ_ലിനേയസ്_നാമകരണം_ചെയ്തവ,833,417,1250,0.3336,47435
tewiki,mlwiki,2026-06-23,16,6262773,കേരളം,271,251,522,0.4808,45415
tewiki,mlwiki,2026-06-23,17,6641172,വൃക്ഷങ്ങൾ,771,298,1069,0.2788,40265
tewiki,mlwiki,2026-06-23,18,6508,ജ്യോതിശാസ്ത്രം,429,313,742,0.4218,40238
tewiki,mlwiki,2026-06-23,19,1457595,ചരിത്രം,613,944,1557,0.6063,38413
tewiki,mlwiki,2026-06-23,20,5611338,ഫുട്ബോൾ,271,117,388,0.3015,38132
tewiki,mlwiki,2026-06-23,21,1457903,മതം,518,461,979,0.4709,38099
tewiki,mlwiki,2026-06-23,22,1458083,ശാസ്ത്രം,651,1203,1854,0.6489,37208
tewiki,mlwiki,2026-06-23,23,32589508,ويکيډاټا_سرچينې_لرونکي_مخونه,441,750,1191,0.6297,36969
tewiki,mlwiki,2026-06-23,24,33029934,Articol_in_Milanes,657,1920,2577,0.7451,36032
tewiki,mlwiki,2026-06-23,25,8601060,മലയാളം,63,13,76,0.1711,35689
tewiki,mlwiki,2026-06-23,26,8601011,മലയാളചലച്ചിത്രങ്ങൾ,785,93,878,0.1059,35298
tewiki,mlwiki,2026-06-23,27,8954432,Writers_from_Kerala,138,75,213,0.3521,35123
tewiki,mlwiki,2026-06-23,28,1410960,അമേരിക്കൻ_ഐക്യനാടുകൾ,2425,1592,4017,0.3963,32962
tewiki,mlwiki,2026-06-23,29,2944929,സംസ്കാരം,447,854,1301,0.6564,32961
tewiki,mlwiki,2026-06-23,30,7116687,കേരളീയർ,139,244,383,0.6371,32915
tewiki,mlwiki,2026-06-23,31,1983866,ക്രൈസ്തവം,649,192,841,0.2283,32135
tewiki,mlwiki,2026-06-23,32,10101436,മലയാളം_നോവലെഴുത്തുകാർ,126,43,169,0.2544,31972
tewiki,mlwiki,2026-06-23,33,8638955,കേന്ദ്ര_സാഹിത്യ_അക്കാദമി_പുരസ്കാരം_ലഭിച്ച_മലയാളികൾ,55,32,87,0.3678,31829
tewiki,mlwiki,2026-06-23,34,21979429,Botanical_taxa_named_by_Carl_Linnaeus,473,284,757,0.3752,31618
tewiki,mlwiki,2026-06-23,35,9715949,Vikipedya:AY,128,298,426,0.6995,30895
tewiki,mlwiki,2026-06-23,36,9701158,Autor,995,702,1697,0.4137,30547
tewiki,mlwiki,2026-06-23,37,8765143,أنواع_نباتية,422,214,636,0.3365,30480
tewiki,mlwiki,2026-06-23,38,9711126,Miranduléś,429,379,808,0.4691,30449
tewiki,mlwiki,2026-06-23,39,7139274,ഏഷ്യയിലെ_സസ്യജാലം,425,233,658,0.3541,30292
