lang,start_date,end_date,rank,category_qid,category_en,views,top_article_en
tcy,2026-07-01,2026-08-29,3,7192108,Pages_with_script_errors,12293,Mahatma_Gandhi
tcy,2026-07-01,2026-08-29,4,1457109,Plants,6772,ತಜಂಕ್_ತಪ್ಪು
tcy,2026-07-01,2026-08-29,5,33097467,ಎಲ್ಯ_ಲೇಕೊನೊಲು,8298,Christianity
tcy,2026-07-01,2026-08-29,6,4960490,Languages,6635,Byari_dialect
tcy,2026-07-01,2026-08-29,7,7145985,Karnataka,8494,Dakshina_Kannada
tcy,2026-07-01,2026-08-29,8,33097396,ತುಳುನಾಡ್ದ_ಸಂಸ್ಕೃತಿ,4976,Aati_kalenja
tcy,2026-07-01,2026-08-29,9,1458083,Science,6474,Fungus
tcy,2026-07-01,2026-08-29,10,106846511,ಪೊಂಜೊವುಲು,4012,Ankita_Raina
tcy,2026-07-01,2026-08-29,11,33097344,ತುಳು_ಜಾನಪದ,4287,Aati_kalenja
tcy,2026-07-01,2026-08-29,12,109128801,ವಿಕಿ_ಲವ್ಸ್_ವಿಮೆನ್_ಸೌತ್_ಏಶಿಯಾ_೨೦೨೧,3853,Deepti_Sharma
tcy,2026-07-01,2026-08-29,13,33097358,ಊರುಲು,3915,Melukote
tcy,2026-07-01,2026-08-29,14,1457903,Religion,6459,Yajurveda
tcy,2026-07-01,2026-08-29,15,33097386,ತೆನಸ್,1982,ತುಳುವೆರೆ_ತೆನಸ್
tcy,2026-07-01,2026-08-29,16,33097388,ತುಳು,3718,Tulu_Nadu
tcy,2026-07-01,2026-08-29,17,106846470,ತುಲುವೆರೆ_ಸೊತ್ತುಲು,2145,ಪಡಿ
tcy,2026-07-01,2026-08-29,18,24896203,Tulu_Nadu,4754,Dakshina_Kannada
tcy,2026-07-01,2026-08-29,19,33097393,ತುಳುನಾಡ_ಸಂಸ್ಕೃತಿ,2701,ತುಳುನಾಡ್‍ದ_ದೈವೊಲು
tcy,2026-07-01,2026-08-29,20,106846604,ವಿಕಿ_ಲವ್ಸ್_ವಿಮೆನ್_ಸೌತ್_ಏಶಿಯಾ_-_೨೦೨೦,1954,ಮಂತ್ರ_ದೇವತೆ
tcy,2026-07-01,2026-08-29,21,33097462,Freedom_fighters_of_India,1221,Karnad_Sadashiva_Rao
tcy,2026-07-01,2026-08-29,22,33097373,ಗೊಬ್ಬುದಕುಲು,2022,Deepti_Sharma
tcy,2026-07-01,2026-08-29,23,136700817,Article_du_Mois_asiatique_Wikipédia_2025,692,Aamna_Sharif
tcy,2026-07-01,2026-08-29,24,33097389,ತುಳು_ಅಕ್ಷರಮಾಲೆ,1175,Tigalari_script
tcy,2026-07-01,2026-08-29,25,33097491,ವಿಜ್ಞಾನ_ಸಾಹಿತ್ಯ,1295,Amoeba_(genus)
te,2026-07-01,2026-08-29,1,1983910,Hinduism,611367,Varalakshmi_Vratam
te,2026-07-01,2026-08-29,2,6994462,Indian_people,482417,Bhagyashri_Borse
te,2026-07-01,2026-08-29,3,5668044,Indian_films,281898,The_Paradise_(film)
te,2026-07-01,2026-08-29,4,3919792,Actors,352364,S._Janaki
te,2026-07-01,2026-08-29,5,5897849,Wikipedia:Beleg_fehlet,259519,Independence_Day_(India)
te,2026-07-01,2026-08-29,6,8838402,Telugu_people,302477,S._Janaki
te,2026-07-01,2026-08-29,7,9916522,Actresses_in_Telugu_cinema,322137,Sri_Gouri_Priya
te,2026-07-01,2026-08-29,8,5610882,«نوع»_میکروفورماتلاری_اولان_مقاله‌لر,139755,Russell's_viper
te,2026-07-01,2026-08-29,9,7238283,Andhra_Pradesh,169696,Eenadu
te,2026-07-01,2026-08-29,10,8838328,Telugu-language_films,207913,List_of_Telugu_films_of_2026
te,2026-07-01,2026-08-29,11,1457673,Geography,150921,India
te,2026-07-01,2026-08-29,12,1457595,History,213945,Sardar_Sarvar_Papanna_Goud
te,2026-07-01,2026-08-29,13,8838370,Actors_in_Telugu_cinema,228102,Akhil_Akkineni
te,2026-07-01,2026-08-29,14,8838360,Telugu_Desam_Party_politicians,102769,Mudragada_Padmanabham
te,2026-07-01,2026-08-29,15,8838415,Telugu_writers,123493,Gidugu_Venkata_Ramamurthy
te,2026-07-01,2026-08-29,16,7089019,Villages_in_India,79063,Bhogapuram
te,2026-07-01,2026-08-29,17,2945924,Lists,92543,List_of_districts_of_Andhra_Pradesh
te,2026-07-01,2026-08-29,18,8838381,Telugu_film_directors,110743,Shiva_Nirvana
te,2026-07-01,2026-08-29,19,7030483,Indian_politicians,233273,Mahatma_Gandhi
te,2026-07-01,2026-08-29,20,9898839,విస్తరించవలసిన_వ్యాసాలు,175760,Independence_Day_(India)
te,2026-07-01,2026-08-29,21,6493807,Cricket,75514,Virat_Kohli
te,2026-07-01,2026-08-29,22,9824873,తేదీలు,52024,August_1
te,2026-07-01,2026-08-29,23,7214658,Cities_and_towns_in_India,95120,Hyderabad
te,2026-07-01,2026-08-29,24,1457402,Biology,139131,Sexual_intercourse
te,2026-07-01,2026-08-29,25,4630,History_of_India,244802,Independence_Day_(India)
ur,2026-07-01,2026-08-29,1,1984000,Islam,553923,Inna_lillahi_wa_inna_ilayhi_raji'un
ur,2026-07-01,2026-08-29,2,1457673,Geography,419647,Turkey
ur,2026-07-01,2026-08-29,3,1411417,India,253595,2025_India–Pakistan_conflict
ur,2026-07-01,2026-08-29,4,1410960,United_States,265646,Epstein_files
ur,2026-07-01,2026-08-29,5,1457595,History,358708,Muhammad
ur,2026-07-01,2026-08-29,6,1455849,Pakistan,205085,2025_India–Pakistan_conflict
ur,2026-07-01,2026-08-29,7,1411712,Iran,251474,2026_Iran_war
ur,2026-07-01,2026-08-29,8,6946332,Punjabi_people,129710,Muhammad_Iqbal
ur,2026-07-01,2026-08-29,9,4966070,Calendars,128947,337
ur,2026-07-01,2026-08-29,10,9126476,Cities,205055,Islamabad
ur,2026-07-01,2026-08-29,11,1458083,Science,131137,Tropical_cyclone
ur,2026-07-01,2026-08-29,12,18640871,7th-century_Arab_people,182862,Muhammad
ur,2026-07-01,2026-08-29,13,6493807,Cricket,86623,Imran_Khan
ur,2026-07-01,2026-08-29,14,2944929,Culture,165059,English_language
ur,2026-07-01,2026-08-29,15,7145024,Indian_Muslims,119755,Ahmed_Raza_Khan_Barelvi
ur,2026-07-01,2026-08-29,16,4103183,Politics,130298,Abraham_Accords
ur,2026-07-01,2026-08-29,17,1411579,Turkey,101914,Turkey
ur,2026-07-01,2026-08-29,18,6840573,English-language_films,46316,Six_Bullets
ur,2026-07-01,2026-08-29,19,1457402,Biology,83816,Homosexuality
ur,2026-07-01,2026-08-29,20,7130256,History_of_Islam,350310,Muhammad
ur,2026-07-01,2026-08-29,21,7033958,Asteroids,41778,8558_ہیک
ur,2026-07-01,2026-08-29,22,7029947,Pakistani_people,124046,Muhammad_Iqbal
ur,2026-07-01,2026-08-29,23,1411125,United_Kingdom,91791,English_language
ur,2026-07-01,2026-08-29,24,54059,Kings,99619,Abu_Bakr
ur,2026-07-01,2026-08-29,25,4960490,Languages,81508,English_language
