domain,month,rank,page,views
ne.wiktionary.org,2026-07,43,लाभ,134
ne.wiktionary.org,2026-07,44,अनुप्रास,128
ne.wiktionary.org,2026-07,45,गिज्याउनु,126
ne.wiktionary.org,2026-07,46,चोइटो,123
ne.wiktionary.org,2026-07,47,नेपाली_शब्दसमूह_०३_अप,121
ne.wiktionary.org,2026-07,48,उल्ट–नु,120
ne.wiktionary.org,2026-07,49,नेपाली_शब्दसमूह_३६_प,119
ne.wiktionary.org,2026-07,50,अभियान,117
ne.wikibooks.org,2026-07,1,विशेष:Search,49734
ne.wikibooks.org,2026-07,2,मुख्य_पृष्ठ,6650
ne.wikibooks.org,2026-07,3,अर्गला_स्तोत्र,5552
ne.wikibooks.org,2026-07,4,भानुभक्तको_रामायण/अरण्यकाण्ड,2272
ne.wikibooks.org,2026-07,5,नेपालीमा_टाइप_गर्ने_तरिका,1778
ne.wikibooks.org,2026-07,6,बालपुस्तक:नेपाली_वर्णमाला,1525
ne.wikibooks.org,2026-07,7,भानुभक्तको_रामायण/बालकाण्ड,1187
ne.wikibooks.org,2026-07,8,सम्पूर्ण_नेपाली_भाषा_व्याकरण,950
ne.wikibooks.org,2026-07,9,विकिपुस्तक:चौतारी,807
ne.wikibooks.org,2026-07,10,"केही_प्रचलित_नेपाली_उखान_टुक्काहरु,_भाग-_२",682
ne.wikibooks.org,2026-07,11,सर्वनाम,532
ne.wikibooks.org,2026-07,12,देवी_कवच,515
ne.wikibooks.org,2026-07,13,अनुकरणात्मक_शब्द,440
ne.wikibooks.org,2026-07,14,भानुभक्तको_रामायण/सुन्दरकाण्ड,302
ne.wikibooks.org,2026-07,15,भानुभक्तको_रामायण,281
ne.wikibooks.org,2026-07,16,श्रीमद्भगवद्गीता,255
ne.wikibooks.org,2026-07,17,वार्तालाप:काल_र_पक्ष,244
ne.wikibooks.org,2026-07,18,श्रीमद्भगवद्गीता_द्वादश_अध्याय,242
ne.wikibooks.org,2026-07,19,मोड्युल:Protection_banner,215
ne.wikibooks.org,2026-07,20,विकिपुस्तक:चौतारी/२०१०-२०१६,212
ne.wikibooks.org,2026-07,21,उत्तम_चरित,173
ne.wikibooks.org,2026-07,22,काल,171
ne.wikibooks.org,2026-07,23,छन्द,158
ne.wikibooks.org,2026-07,24,मुनामदन,157
ne.wikibooks.org,2026-07,25,कनकाई_प्रवाह,147
ne.wikibooks.org,2026-07,26,मीडियाविकि:Common.css,145
ne.wikibooks.org,2026-07,27,विशेष:RecentChanges,141
ne.wikibooks.org,2026-07,28,श्रीमद्भगवद्गीता_अष्टादश_अध्याय,135
ne.wikibooks.org,2026-07,29,महाभारत_खण्ड_१७,134
ne.wikibooks.org,2026-07,30,गीतामाहात्म्यम्,133
ne.wikibooks.org,2026-07,31,नातिको_न्वारान_बाजेको_हैरान,125
ne.wikibooks.org,2026-07,31,श्रीमद्भगवद्गीता_द्वितीय_अध्याय,125
ne.wikibooks.org,2026-07,33,प्रयोगकर्ता:ManojBelbase,124
ne.wikibooks.org,2026-07,34,ढाँचा:इतिहासमा_आज/नेपाली_मिति/२०७३,120
ne.wikibooks.org,2026-07,35,ज्योतिष_शास्त्र,118
ne.wikibooks.org,2026-07,36,सजिलाे_कोमलगीता_(समछन्दानुवाद),111
ne.wikibooks.org,2026-07,37,गरुड_पुराण,110
ne.wikibooks.org,2026-07,38,वार्तालाप:मुख्य_पृष्ठ,102
ne.wikibooks.org,2026-07,39,श्रीमद्भगवद्गीता_षष्ठ_अध्याय,101
ne.wikibooks.org,2026-07,40,चित्र:Page_Frame_Features_on_desktop.png,100
ne.wikibooks.org,2026-07,41,भानुभक्तको_रामायण/अयोध्याकाण्ड,99
ne.wikibooks.org,2026-07,42,मेरो_अमेरिका_यात्रा_सम्पूर्ण,97
ne.wikibooks.org,2026-07,43,विकिपुस्तक:विकिपुस्तक_के_हो_?,91
ne.wikibooks.org,2026-07,44,विकिपुस्तक:विकिपुस्तकको_बारेमा,81
ne.wikibooks.org,2026-07,45,ढाँचा:Documentation,80
ne.wikibooks.org,2026-07,46,विचार_विज्ञान,74
ne.wikibooks.org,2026-07,47,विकिपुस्तक:प्रयोगस्थल,73
ne.wikibooks.org,2026-07,48,मीडियाविकि:Gadgets-definition,70
ne.wikibooks.org,2026-07,49,विकिपुस्तक:सामाजिक_पोर्टल,67
ne.wikibooks.org,2026-07,50,भानुभक्तको_रामायण/किष्किन्धाकाण्ड,65
new.wikipedia.org,2026-07,1,विशेष:RecentChanges,443327
new.wikipedia.org,2026-07,2,मू_पौ,25861
new.wikipedia.org,2026-07,3,विशेष:Search,5232
new.wikipedia.org,2026-07,4,सूर्या_(सन्_१९८९या_संकिपा),2270
new.wikipedia.org,2026-07,5,Special:RecentChanges,1869
new.wikipedia.org,2026-07,6,"ढिगारखोली,_गंगोलीहाट_तहसील",1154
new.wikipedia.org,2026-07,7,छ्येलेमि_खँलाबँला:Eukesh,927
new.wikipedia.org,2026-07,8,अह्रौरा,903
new.wikipedia.org,2026-07,9,वंशावली,774
new.wikipedia.org,2026-07,10,बलूची_भाषा,704
new.wikipedia.org,2026-07,11,विकिपिडिया:सतः_फल्चा,566
new.wikipedia.org,2026-07,12,ग्वाहालि:धलःपौ,531
new.wikipedia.org,2026-07,13,विकिपिडिया:Username_policy,481
new.wikipedia.org,2026-07,14,सः_विज्ञान,417
new.wikipedia.org,2026-07,15,विकिपिडिया,398
new.wikipedia.org,2026-07,16,रोजालेस,383
new.wikipedia.org,2026-07,17,परियोजना:सामाजिक_दबु,366
new.wikipedia.org,2026-07,18,निकेल,346
new.wikipedia.org,2026-07,19,स्नायु_प्रणाली,333
new.wikipedia.org,2026-07,20,ग्वाहालि:धलपौः,316
new.wikipedia.org,2026-07,21,जयमंगल_गाथा,311
new.wikipedia.org,2026-07,22,विकिपिडिया:सामाजिक_दबू,300
new.wikipedia.org,2026-07,23,पुचः:नेपाललिपिइ_परिक्षण_पौ_दूगु_च्वसु,296
new.wikipedia.org,2026-07,24,खँलाबँला:मू_पौ,292
new.wikipedia.org,2026-07,25,श्री_हनुमान_चालीसा,291
new.wikipedia.org,2026-07,26,अमेरिकन_क्रान्तिकारी_युद्ध,284
new.wikipedia.org,2026-07,27,विगत,279
new.wikipedia.org,2026-07,28,विकिपिडिया:हलिम_बुखँ_(ग्रेगोरियन_पात्रो),265
new.wikipedia.org,2026-07,29,जापान,264
new.wikipedia.org,2026-07,30,अयोद्धा,262
new.wikipedia.org,2026-07,31,मार्च,260
new.wikipedia.org,2026-07,32,डिसेम्बर_१७,251
new.wikipedia.org,2026-07,33,श्रावस्ती_जिल्ला,249
new.wikipedia.org,2026-07,34,ज्यानुवरी_२०,247
new.wikipedia.org,2026-07,35,मे_५,239
new.wikipedia.org,2026-07,36,ज्युजित्सु,235
new.wikipedia.org,2026-07,37,सन्_११८६,229
new.wikipedia.org,2026-07,38,नेपालभाषा,226
new.wikipedia.org,2026-07,39,अकालगढ,222
new.wikipedia.org,2026-07,40,𑐣𑑂𑐫𑐵𑐫,219
new.wikipedia.org,2026-07,41,तःहताः_२,218
new.wikipedia.org,2026-07,42,स्वामीनारायण,214
new.wikipedia.org,2026-07,43,रसियन_भाय्,211
new.wikipedia.org,2026-07,44,बुद्धपूजा_पाली,208
new.wikipedia.org,2026-07,45,विकिपिडिया:Sandbox,189
new.wikipedia.org,2026-07,46,"ऐचर,_गरुङ_तहसील",188
new.wikipedia.org,2026-07,47,भादरा,186
new.wikipedia.org,2026-07,47,पुचः:इतिहास,186
new.wikipedia.org,2026-07,49,जालौर_जिल्ला,184
new.wikipedia.org,2026-07,50,ज्वर,181
or.wikipedia.org,2026-07,1,ପ୍ରଧାନ_ପୃଷ୍ଠା,25336
or.wikipedia.org,2026-07,2,ବିଶେଷ:ଖୋଜନ୍ତୁ,5345
or.wikipedia.org,2026-07,3,ବିଶେଷ:ନଗଦବଦଳ,4059
or.wikipedia.org,2026-07,4,ରଥଯାତ୍ରା,2800
or.wikipedia.org,2026-07,5,ଉଇକିପିଡ଼ିଆ:ଚାଟସଭା,2432
or.wikipedia.org,2026-07,6,ଗୋପବନ୍ଧୁ_ଦାସ,2167
or.wikipedia.org,2026-07,7,ଉଇକିପିଡ଼ିଆ:ଆମେ_ଦାୟୀ_ନୋହୁଁ,2041
or.wikipedia.org,2026-07,8,ଫକୀର_ମୋହନ_ସେନାପତି,1969
or.wikipedia.org,2026-07,9,ମିଡ଼ିଆଉଇକି:Interwiki-links.js,1597
or.wikipedia.org,2026-07,10,ଜୟ_ଜଗନ୍ନାଥ,1424
or.wikipedia.org,2026-07,11,ଜଗନ୍ନାଥ,1373
or.wikipedia.org,2026-07,12,ଜଗନ୍ନାଥ_ମନ୍ଦିର,1319
or.wikipedia.org,2026-07,13,ଉଇକିପିଡ଼ିଆ:ଉଇକିପିଡ଼ିଆ_ବାବଦରେ,1305
or.wikipedia.org,2026-07,14,ସୁରେନ୍ଦ୍ର_ମହାନ୍ତି,1110
or.wikipedia.org,2026-07,14,ସହଯୋଗ:ଓଡ଼ିଆରେ_ଟାଇପ_କିପରି_କରିବେ,1110
or.wikipedia.org,2026-07,16,ଲକ୍ଷ୍ମୀକାନ୍ତ_ମହାପାତ୍ର,1017
or.wikipedia.org,2026-07,17,ଜଗନ୍ନାଥ_ଦାସ,946
or.wikipedia.org,2026-07,18,ଗୋପୀନାଥ_ମହାନ୍ତି,940
or.wikipedia.org,2026-07,19,ଗଙ୍ଗାଧର_ମେହେର,925
or.wikipedia.org,2026-07,20,ସାରଳା_ଦାସ,913
or.wikipedia.org,2026-07,21,ଦିବ୍ୟସିଂହ_ଦେବ,883
or.wikipedia.org,2026-07,22,ରାଧାନାଥ_ରାୟ,865
or.wikipedia.org,2026-07,23,ନମିତା_ଅଗ୍ରୱାଲ,863
or.wikipedia.org,2026-07,24,Brundaban_Patra,808
or.wikipedia.org,2026-07,25,ଉଇକିପିଡ଼ିଆ:ସଙ୍ଘ_ସୂଚନା_ଫଳକ,807
or.wikipedia.org,2026-07,26,ସୁନାବେଶ,789
or.wikipedia.org,2026-07,27,ଓଡ଼ିଶା,787
or.wikipedia.org,2026-07,28,ଓଡ଼ିଆ_ସାହିତ୍ୟ,780
or.wikipedia.org,2026-07,29,ଗୁରୁ_ପୂର୍ଣ୍ଣିମା,759
or.wikipedia.org,2026-07,30,ମନୋଜ_ଦାସ,741
or.wikipedia.org,2026-07,31,ସଚ୍ଚିଦାନନ୍ଦ_ରାଉତରାୟ,717
or.wikipedia.org,2026-07,32,ଉଇକିପିଡ଼ିଆ:ବାବଦରେ,715
or.wikipedia.org,2026-07,33,ଉପେନ୍ଦ୍ର_ଭଞ୍ଜ,706
or.wikipedia.org,2026-07,34,ମଧୁସୂଦନ_ରାଓ,696
or.wikipedia.org,2026-07,35,ତ୍ରିପୁରା_ମିଶ୍ର,692
or.wikipedia.org,2026-07,36,କାଳିନ୍ଦୀ_ଚରଣ_ପାଣିଗ୍ରାହୀ,674
or.wikipedia.org,2026-07,37,ପାଣିପାଗ,644
or.wikipedia.org,2026-07,38,ଶ୍ରେଣୀ:Articles_with_permanently_dead_external_links,616
or.wikipedia.org,2026-07,39,ଧରିତ୍ରୀ_(ଖବରକାଗଜ),607
or.wikipedia.org,2026-07,40,ଉଇକିପିଡ଼ିଆ:ଆଲୋଚନା_ସଭା,604
or.wikipedia.org,2026-07,41,ମେନକା_ଗାନ୍ଧୀ,590
or.wikipedia.org,2026-07,42,ଶାନ୍ତନୁ_କୁମାର_ଆଚାର୍ଯ୍ୟ,576
or.wikipedia.org,2026-07,43,ଯୌନ_ସମ୍ଭୋଗ,559
or.wikipedia.org,2026-07,44,ପଠାଣି_ସାମନ୍ତ,557
or.wikipedia.org,2026-07,45,ଗୋଦାବରୀଶ_ମିଶ୍ର,542
or.wikipedia.org,2026-07,46,ମହାତ୍ମା_ଗାନ୍ଧୀ,537
or.wikipedia.org,2026-07,47,ଓଡ଼ିଆ_ଭାଷା,534
or.wikipedia.org,2026-07,47,ଉଇକିପିଡ଼ିଆ:ଆମ_ସହ_ଯୋଗାଯୋଗ,534
or.wikipedia.org,2026-07,49,ବନ୍ଦେ_ମାତରମ,515
or.wikipedia.org,2026-07,50,ମନୋରଞ୍ଜନ_ଦାସ,493
or.wiktionary.org,2026-07,1,ପ୍ରଧାନ_ପୃଷ୍ଠା,2555
or.wiktionary.org,2026-07,2,ବିଶେଷ:ଖୋଜନ୍ତୁ,1876
or.wiktionary.org,2026-07,3,ଖାଇବା,1309
or.wiktionary.org,2026-07,4,ପ୍ରସାଦ,921
or.wiktionary.org,2026-07,5,ନକ୍ଷତ୍ରାମୃତ_ଯୋଗ,776
or.wiktionary.org,2026-07,6,ବ୍ରହ୍ମପୁତ୍ର,348
or.wiktionary.org,2026-07,7,ମନୁଷ୍ୟ,318
or.wiktionary.org,2026-07,8,ଚାଳିଶ,312
or.wiktionary.org,2026-07,9,ଶବ୍ଦ,304
or.wiktionary.org,2026-07,10,ଉଇକିଅଭିଧାନ:ପୁରୁଣା_ପ୍ରଧାନ_ପୃଷ୍ଠା_(୨୦୨୦),286
or.wiktionary.org,2026-07,11,ଓଡ଼ିଆ,278
or.wiktionary.org,2026-07,12,ଗତି,251
or.wiktionary.org,2026-07,13,ଶବ୍ଦାର୍ଥ,219
or.wiktionary.org,2026-07,13,ଉଇକିଅଭିଧାନ:ଆଲୋଚନା_ସଭା,219
or.wiktionary.org,2026-07,15,ଅଳକା,209
or.wiktionary.org,2026-07,16,ବାକ୍ୟ,208
or.wiktionary.org,2026-07,17,ପ୍ରଧାନ_ପ୍ରୁଷ୍ଟ୍ଆ,203
or.wiktionary.org,2026-07,18,ଦରଜା,179
or.wiktionary.org,2026-07,19,ଭରତ,176
or.wiktionary.org,2026-07,20,ମହାଭାରତ,174
or.wiktionary.org,2026-07,21,ଛାଞ୍ଚ:ବଛା_ଶବ୍ଦ,170
or.wiktionary.org,2026-07,22,ସଂଗୀତ,168
or.wiktionary.org,2026-07,23,ଡମ୍ୱିରି,165
or.wiktionary.org,2026-07,24,ମାୟା,164
or.wiktionary.org,2026-07,25,ଜଗନ୍ନାଥ,162
or.wiktionary.org,2026-07,26,ନଗର_ନିବାସ,161
or.wiktionary.org,2026-07,27,ନେତ୍ରୋତ୍ସବ,157
or.wiktionary.org,2026-07,27,ବ୍ରାହ୍ମଣ,157
or.wiktionary.org,2026-07,29,ଦାବି,156
or.wiktionary.org,2026-07,30,ଚାରି_ପହର,155
or.wiktionary.org,2026-07,30,ଦୃଷ୍ଟି,155
or.wiktionary.org,2026-07,32,ମହାକାବ୍ୟ,153
or.wiktionary.org,2026-07,32,ପାନ,153
or.wiktionary.org,2026-07,34,ମାନେ,151
or.wiktionary.org,2026-07,35,ପ୍ରାଣୀ,146
or.wiktionary.org,2026-07,35,ଦତ୍ତ,146
or.wiktionary.org,2026-07,37,ତର୍ପଣ,144
or.wiktionary.org,2026-07,38,ପକ୍ଷୀ,143
or.wiktionary.org,2026-07,39,ବିଶେଷ:ନଗଦବଦଳ,132
or.wiktionary.org,2026-07,40,ସଦାପ୍ରଭୁ,130
or.wiktionary.org,2026-07,41,ମଧୁସୂଦନ_ରାଓ,129
or.wiktionary.org,2026-07,42,ଗୁଡ଼,128
or.wiktionary.org,2026-07,42,କାଳ,128
or.wiktionary.org,2026-07,44,ଗୀତସଂହିତା,123
or.wiktionary.org,2026-07,45,ବ୍ରାହ୍ମ_ମୁହୂର୍ତ୍ତ,114
or.wiktionary.org,2026-07,46,ଶିଶୁ,111
or.wiktionary.org,2026-07,47,ରଙ୍କ,109
or.wiktionary.org,2026-07,48,ଶିକ୍ଷା,108
or.wiktionary.org,2026-07,48,କ୍ରିୟା,108
or.wiktionary.org,2026-07,50,ଖଞ୍ଜ,107
or.wikisource.org,2026-07,1,ଓଡ଼ିଆ_ଭାଗବତ,4887
or.wikisource.org,2026-07,2,ପ୍ରଧାନ_ପୃଷ୍ଠା,3618
or.wikisource.org,2026-07,3,ଓଡ଼ିଆ_ଭାଗବତ/୧୦,2542
or.wikisource.org,2026-07,4,ଓଡ଼ିଆ_ଭାଗବତ/୧,2224
or.wikisource.org,2026-07,5,ବିଶେଷ:ଖୋଜନ୍ତୁ,1502
or.wikisource.org,2026-07,6,ବିଶେଷ:ନଗଦବଦଳ,1480
or.wikisource.org,2026-07,7,ଓଡ଼ିଆ_ଭାଗବତ/୩,1188
or.wikisource.org,2026-07,8,ଓଡ଼ିଆ_ଭାଗବତ/୪,1055
or.wikisource.org,2026-07,9,ଓଡ଼ିଆ_ଭାଗବତ/୨,1041
or.wikisource.org,2026-07,10,ଓଡ଼ିଆ_ଭାଗବତ/୮,963
or.wikisource.org,2026-07,11,ଓଡ଼ିଆ_ଭାଗବତ/୧୧,952
or.wikisource.org,2026-07,12,ଶ୍ରୀମଦ୍_ଭଗବଦ୍_ଗୀତା,935
or.wikisource.org,2026-07,13,ଓଡ଼ିଆ_ଭାଗବତ/୯,769
or.wikisource.org,2026-07,14,ଓଡ଼ିଆ_ଭାଗବତ/୭,732
or.wikisource.org,2026-07,15,ଓଡ଼ିଆ_ଭାଗବତ/୬,705
or.wikisource.org,2026-07,16,ଓଡ଼ିଆ_ଭାଗବତ/୫,678
or.wikisource.org,2026-07,17,"ପୃଷ୍ଠା:Babaji_Natak_(JM_Lala,_1877;_KC_Patnaik,_Ed.)_o.pdf/୫୫",614
or.wikisource.org,2026-07,18,"ଜାତି,_ଜାଗୃତି_ଓ_ପ୍ରଗତି",462
or.wikisource.org,2026-07,19,ଛମାଣ_ଆଠଗୁଣ୍ଠ,419
or.wikisource.org,2026-07,20,ଓଡ଼ିଆ_ଭାଗବତ/୧୨,413
or.wikisource.org,2026-07,21,ଓଡ଼ିଆ_ଭାଗବତ/୧୩,379
or.wikisource.org,2026-07,22,"ଜାତି,_ଜାଗୃତି_ଓ_ପ୍ରଗତି/ଓଡ଼ିଆଙ୍କ_ରକ୍ତ_ଥଣ୍ଡା_ହେଲାଣି",371
or.wikisource.org,2026-07,22,ଓଡ଼ିଶାର_ସ୍ମରଣୀୟ_ଶିକ୍ଷକ_ବୃନ୍ଦ,371
or.wikisource.org,2026-07,24,ପ୍ରବୋଧ_ଚନ୍ଦ୍ରିକା,366
or.wikisource.org,2026-07,25,ଉଇକିପାଠାଗାର:ଆଲୋଚନା_ସଭା,365
or.wikisource.org,2026-07,26,ବନ୍ଦୀର_ଆତ୍ମକଥା,346
or.wikisource.org,2026-07,27,ବର୍ଣ୍ଣବୋଧ,332
or.wikisource.org,2026-07,28,ଲେଖକ:ସାରଳା_ଦାସ,310
or.wikisource.org,2026-07,29,ଦୀନବାନ୍ଧବ_ହେ_କେ_କି_ଦେଲା_ମୁଁ_ନ_ଦେଲି,309
or.wikisource.org,2026-07,30,ରୂପରେଖ_ନାହିଁ_ହେ_ଶୂନ୍ୟଦେହୀ,303
or.wikisource.org,2026-07,31,ହରିବଂଶ/ଦ୍ୱିତୀୟ_ଖଣ୍ଡ,298
or.wikisource.org,2026-07,32,କଳା_କଳେବର_ଚଉତିଶା,272
or.wikisource.org,2026-07,33,କବିତା_ଫଗୁଣ,270
or.wikisource.org,2026-07,34,ହରିବଂଶ/ପ୍ରଥମ_ଖଣ୍ଡ,253
or.wikisource.org,2026-07,35,ଜୟ_ଜୟ_ସରସ୍ଵତୀ,248
or.wikisource.org,2026-07,36,ସୂଚୀ:Chha_mana_atha_guntha.pdf,245
or.wikisource.org,2026-07,37,ମାଣବସା_ଲକ୍ଷ୍ମୀ_ପୁରାଣ,243
or.wikisource.org,2026-07,38,କବିତା_କଲ୍ଲୋଳିନୀ/ଜଗତେ_କେବଳ,235
or.wikisource.org,2026-07,39,ଇତାଲୀୟ_ଯୁବା,231
or.wikisource.org,2026-07,40,ଲେଖକ:ବଳରାମ_ଦାସ,229
or.wikisource.org,2026-07,41,ଲେଖକ:କବିସୂର୍ଯ୍ୟ_ବଳଦେବ_ରଥ,218
or.wikisource.org,2026-07,42,"ଜାତି,_ଜାଗୃତି_ଓ_ପ୍ରଗତି/ଓଡ଼ିଶାରେ_ରାଜନେତା_ଓ_ରାଜନୀତି",215
or.wikisource.org,2026-07,43,ଗଳ୍ପସ୍ଵଳ୍ପ,213
or.wikisource.org,2026-07,44,ମହିମା,212
or.wikisource.org,2026-07,45,ସାବିତ୍ରୀ_ଓଷା,211
or.wikisource.org,2026-07,46,"ପୃଷ୍ଠା:Gobar_Gotei_(C_Mohapatra,_1930).pdf/୪୧",206
or.wikisource.org,2026-07,47,କବିତାବଳୀ/ପାର୍ବତୀ,204
or.wikisource.org,2026-07,48,କବିତାବଳୀ/ଦରବାର,201
or.wikisource.org,2026-07,49,ତୁମ_ପରି_ଛୋଟ_ପିଲାଟିଏ,199
or.wikisource.org,2026-07,49,ମେଘଦୂତ,199
pa.wikipedia.org,2026-07,1,ਮੁੱਖ_ਸਫ਼ਾ,51389
pa.wikipedia.org,2026-07,2,ਜਸਵੰਤ_ਸਿੰਘ_ਖਾਲੜਾ,16345
pa.wikipedia.org,2026-07,3,ਖ਼ਾਸ:ਖੋਜੋ,15393
pa.wikipedia.org,2026-07,4,ਖ਼ਾਸ:ਤਾਜ਼ਾ_ਤਬਦੀਲੀਆਂ,6071
pa.wikipedia.org,2026-07,5,ਦਿਲਾਵਰ_ਸਿੰਘ_ਬੱਬਰ,3266
pa.wikipedia.org,2026-07,6,ਊਧਮ_ਸਿੰਘ,3031
pa.wikipedia.org,2026-07,7,ਪੰਜਾਬ_ਦੇ_ਮੇਲੇ_ਅਤੇ_ਤਿਉਹਾਰ,2408
pa.wikipedia.org,2026-07,8,ਗੁਰੂ_ਨਾਨਕ,1900
pa.wikipedia.org,2026-07,9,ਭਾਈ_ਤਾਰੂ_ਸਿੰਘ,1788
pa.wikipedia.org,2026-07,10,ਵਿਕੀਪੀਡੀਆ:ਬਾਰੇ,1763
pa.wikipedia.org,2026-07,11,ਭਗਤ_ਰਵਿਦਾਸ,1662
pa.wikipedia.org,2026-07,12,ਜਗਤਾਰ_ਸਿੰਘ_ਹਵਾਰਾ,1519
pa.wikipedia.org,2026-07,13,ਵਿਕੀਪੀਡੀਆ:ਆਮ_ਅਸਵੀਕਾਰਤਾ,1508
pa.wikipedia.org,2026-07,14,ਭਾਈ_ਵੀਰ_ਸਿੰਘ,1489
pa.wikipedia.org,2026-07,15,ਗੁਰੂ_ਹਰਿਗੋਬਿੰਦ,1448
pa.wikipedia.org,2026-07,16,ਭਾਈ_ਮਨੀ_ਸਿੰਘ,1425
pa.wikipedia.org,2026-07,17,ਗੁਰੂ_ਗੋਬਿੰਦ_ਸਿੰਘ,1314
pa.wikipedia.org,2026-07,18,ਰਣਜੀਤ_ਸਿੰਘ,1296
pa.wikipedia.org,2026-07,19,"ਅਲਬੂਕਰਕੀ,_ਨਿਊ_ਮੈਕਸੀਕੋ",1285
pa.wikipedia.org,2026-07,20,ਪੰਜਾਬੀ_ਸੱਭਿਆਚਾਰ,1283
pa.wikipedia.org,2026-07,21,ਗੁਰੂ_ਗ੍ਰੰਥ_ਸਾਹਿਬ,1275
pa.wikipedia.org,2026-07,22,"ਪੰਜਾਬ,_ਭਾਰਤ",1205
pa.wikipedia.org,2026-07,23,﻿_ਉਸਤਾਦ_ਅਮਾਨਤ_ਅਲੀ_ਖ਼ਾਨ,1169
pa.wikipedia.org,2026-07,24,ਪੰਜਾਬ_ਦੇ_ਲੋਕ-ਨਾਚ,1062
pa.wikipedia.org,2026-07,25,ਪੰਜਾਬੀ_ਭਾਸ਼ਾ,1049
pa.wikipedia.org,2026-07,26,ਵਿਕੀਪੀਡੀਆ:ਆਮ_ਦਾਅਵੇ,1021
pa.wikipedia.org,2026-07,27,ਰਣਜੀਤ_ਸਿੰਘ_ਕੁੱਕੀ_ਗਿੱਲ,1011
pa.wikipedia.org,2026-07,28,ਭਗਤ_ਸਿੰਘ,985
pa.wikipedia.org,2026-07,29,ਪੰਜਾਬੀ_ਲੋਕ_ਖੇਡਾਂ,974
pa.wikipedia.org,2026-07,30,ਤੀਆਂ,973
pa.wikipedia.org,2026-07,31,ਗੁਰੂ_ਅਰਜਨ,960
pa.wikipedia.org,2026-07,32,ਪੰਜਾਬ,946
pa.wikipedia.org,2026-07,33,ਸੁਖਮਨੀ_ਸਾਹਿਬ,937
pa.wikipedia.org,2026-07,34,ਅਕਾਲ_ਤਖ਼ਤ,935
pa.wikipedia.org,2026-07,35,ਰੋਟੀ,919
pa.wikipedia.org,2026-07,36,ਬੇਅੰਤ_ਸਿੰਘ_(ਮੁੱਖ_ਮੰਤਰੀ),897
pa.wikipedia.org,2026-07,37,ੴ,865
pa.wikipedia.org,2026-07,38,ਗੁਰਬਚਨ_ਸਿੰਘ_ਮਾਨੋਚਾਹਲ,857
pa.wikipedia.org,2026-07,39,ਪੰਜਾਬ_ਦਾ_ਇਤਿਹਾਸ,831
pa.wikipedia.org,2026-07,40,ਬਲਵੰਤ_ਸਿੰਘ_ਰਾਜੋਆਣਾ,823
pa.wikipedia.org,2026-07,41,ਗੁਰੂ_ਰਾਮਦਾਸ,772
pa.wikipedia.org,2026-07,42,ਅੰਮ੍ਰਿਤਾ_ਪ੍ਰੀਤਮ,757
pa.wikipedia.org,2026-07,43,ਬਿਮਲ_ਕੌਰ_ਖਾਲਸਾ,747
pa.wikipedia.org,2026-07,44,ਗੁਰੂ_ਅਮਰਦਾਸ,742
pa.wikipedia.org,2026-07,45,ਪਰਮਜੀਤ_ਕੌਰ_ਖਾਲੜਾ,728
pa.wikipedia.org,2026-07,46,ਜਪੁਜੀ_ਸਾਹਿਬ,726
pa.wikipedia.org,2026-07,47,ਜਿਊਣਾ_ਮੌੜ,706
pa.wikipedia.org,2026-07,48,ਗੁਰੂ_ਅੰਗਦ,704
pa.wikipedia.org,2026-07,49,ਸਤਲੁਜ_(ਫ਼ਿਲਮ),670
pa.wikipedia.org,2026-07,50,ਸੁਖਵਿੰਦਰ_ਅੰਮ੍ਰਿਤ,648
pa.wiktionary.org,2026-07,1,ਮੁੱਖ_ਪੰਨਾ,3293
pa.wiktionary.org,2026-07,2,ਸ਼ਬਦ_ਚਿੱਤਰ,2321
pa.wiktionary.org,2026-07,3,ਸਦਰ_ਥਾਣਾ,465
pa.wiktionary.org,2026-07,4,Wiktionary:ਸੱਥ,437
pa.wiktionary.org,2026-07,5,ਖ਼ਾਸ:ਖੋਜੋ,315
pa.wiktionary.org,2026-07,6,ਅਵਸਥਾ,184
pa.wiktionary.org,2026-07,7,about,179
pa.wiktionary.org,2026-07,8,ਸਨਦੀ,170
pa.wiktionary.org,2026-07,9,ਤਮਬੋਲੀ,124
pa.wiktionary.org,2026-07,10,ਅਕ੍ਰਿਤਘਣ,121
pa.wiktionary.org,2026-07,11,ਮੌਡਿਊਲ:headword/data,119
pa.wiktionary.org,2026-07,12,ਖ਼ਾਸ:ਤਾਜ਼ਾ_ਤਬਦੀਲੀਆਂ,98
pa.wiktionary.org,2026-07,13,ਤਸਬੀ,97
pa.wiktionary.org,2026-07,14,ਅੰਦਾਜ਼ਾ,90
pa.wiktionary.org,2026-07,15,ਸਾਲੂ,89
pa.wiktionary.org,2026-07,16,ਊੜਾ,87
pa.wiktionary.org,2026-07,17,ਅਗਲ_ਬਗਲ,86
pa.wiktionary.org,2026-07,18,ਸ਼੍ਰੇਣੀ:ਪੰਜਾਬੀ_ਮੁਹਾਵਰੇ,84
pa.wiktionary.org,2026-07,19,ਤਪ,80
pa.wiktionary.org,2026-07,19,ਮਦਦ:ਸਮੱਗਰੀ,80
pa.wiktionary.org,2026-07,21,ਤਰਸਾਉਣਾ,77
pa.wiktionary.org,2026-07,22,Wiktionary:ਆਮ_ਦਾਅਵੇ,74
